,box,distance,goal
69007,0,19.146929257716497,False
69030,0,21.820818041494228,True
69067,1,20.015354106285507,False
69186,1,6.445122186584209,False
69350,0,23.25958727062886,False
69610,1,17.738322919599813,False
69621,0,26.32914924565547,False
69686,1,12.04003737535727,False
69796,0,29.68175196985515,False
69884,1,14.45614402252551,False
70011,1,13.698762717851565,False
70269,1,9.547360891890492,False
70302,0,26.101340961720727,False
70331,1,15.463508657481329,False
70375,1,12.249444885381541,False
70517,0,22.72392791750581,False
70523,1,4.4147027079974475,True
70842,1,15.088074761214568,False
70844,1,16.00715152673954,True
70905,1,11.258636684785598,True
70946,1,15.088074761214568,True
70983,1,15.61677303414505,False
70993,1,13.413906962551964,True
71130,1,13.698762717851565,False
71338,0,29.500984729327257,False
71386,1,14.84512041042443,False
71392,0,24.588145517708327,False
71416,1,12.153369903035125,True
71448,1,12.600000000000001,False
71465,0,25.780488746336836,False
71545,0,27.033536579589438,False
71596,1,14.45614402252551,False
71781,0,28.91228804505102,False
71813,1,19.75451593939978,False
71869,1,12.764074584551754,False
71904,0,23.4055570324656,False
72126,0,36.85052102752416,False
72262,1,14.840875984927575,False
72293,1,17.566376974208428,False
72320,1,12.05209110486641,False
72655,1,14.623299901185096,False
72661,1,7.422560205212215,False
72766,1,7.5601653421072745,False
72770,0,23.51144614863152,False
72843,1,17.330000000000002,False
72858,0,30.783476087017856,False
72873,1,16.493647261900566,False
